kepler_name,koi_disposition,koi_vet_stat,koi_datalink_dvs,koi_vet_date
Kepler-143 c,CONFIRMED,Active,011/011521/011521793/dv/kplr011521793-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011566/011566064/dv/kplr011566064-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011566/011566064/dv/kplr011566064-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003848/003848275/dv/kplr003848275-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,012/012021/012021625/dv/kplr012021625-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009777/009777256/dv/kplr009777256-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,004/004175/004175630/dv/kplr004175630-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007433/007433585/dv/kplr007433585-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003328/003328080/dv/kplr003328080-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008430/008430964/dv/kplr008430964-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003654/003654719/dv/kplr003654719-001-20141002224145_dvs.pdf,2015-09-18
Kepler-132 b,CONFIRMED,Active,006/006021/006021275/dv/kplr006021275-003-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010619/010619142/dv/kplr010619142-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011905/011905011/dv/kplr011905011-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,012/012785/012785320/dv/kplr012785320-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,012/012785/012785320/dv/kplr012785320-002-20141002224145_dvs.pdf,2015-09-18
Kepler-98 b,CONFIRMED,Active,002/002692/002692377/dv/kplr002692377-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003742/003742855/dv/kplr003742855-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003438/003438975/dv/kplr003438975-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011568/011568987/dv/kplr011568987-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011568/011568987/dv/kplr011568987-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011621/011621223/dv/kplr011621223-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011624/011624249/dv/kplr011624249-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,012/012017/012017140/dv/kplr012017140-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005702/005702939/dv/kplr005702939-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003852/003852655/dv/kplr003852655-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011255/011255231/dv/kplr011255231-001-20141002224145_dvs.pdf,2015-09-18
Kepler-130 c,CONFIRMED,Active,005/005088/005088536/dv/kplr005088536-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006103/006103377/dv/kplr006103377-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007106/007106173/dv/kplr007106173-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,,2014-12-04
,CANDIDATE,Active,,2014-12-04
,FALSE POSITIVE,Active,003/003324/003324986/dv/kplr003324986-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011912/011912932/dv/kplr011912932-001-20141002224145_dvs.pdf,2015-09-18
Kepler-176 d,CONFIRMED,Active,008/008037/008037145/dv/kplr008037145-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008162/008162789/dv/kplr008162789-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008265/008265218/dv/kplr008265218-001-20141002224145_dvs.pdf,2015-09-18
Kepler-177 c,CONFIRMED,Active,008/008806/008806123/dv/kplr008806123-001-20141002224145_dvs.pdf,2015-09-18
Kepler-177 b,CONFIRMED,Active,008/008806/008806123/dv/kplr008806123-002-20141002224145_dvs.pdf,2015-09-18
Kepler-189 b,CONFIRMED,Active,008/008355/008355239/dv/kplr008355239-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009210/009210823/dv/kplr009210823-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008367/008367113/dv/kplr008367113-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008474/008474898/dv/kplr008474898-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008558/008558011/dv/kplr008558011-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009115/009115800/dv/kplr009115800-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,,2014-12-04
Kepler-39 b,CONFIRMED,Active,009/009478/009478990/dv/kplr009478990-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009597/009597411/dv/kplr009597411-001-20141002224145_dvs.pdf,2015-09-18
Kepler-20 e,CONFIRMED,Active,006/006850/006850504/dv/kplr006850504-004-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010934/010934674/dv/kplr010934674-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010990/010990886/dv/kplr010990886-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011015/011015323/dv/kplr011015323-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011134/011134879/dv/kplr011134879-001-20141002224145_dvs.pdf,2015-09-18
Kepler-166 b,CONFIRMED,Active,011/011192/011192998/dv/kplr011192998-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008934/008934495/dv/kplr008934495-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009119/009119458/dv/kplr009119458-001-20141002224145_dvs.pdf,2015-09-18
Kepler-65 c,CONFIRMED,Active,005/005866/005866724/dv/kplr005866724-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009157/009157634/dv/kplr009157634-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009636/009636569/dv/kplr009636569-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008565/008565266/dv/kplr008565266-001-20141002224145_dvs.pdf,2015-09-18
Kepler-190 b,CONFIRMED,Active,008/008616/008616637/dv/kplr008616637-001-20141002224145_dvs.pdf,2015-09-18
Kepler-190 c,CONFIRMED,Active,008/008616/008616637/dv/kplr008616637-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008625/008625925/dv/kplr008625925-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008822/008822216/dv/kplr008822216-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009967/009967884/dv/kplr009967884-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010016/010016874/dv/kplr010016874-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010189/010189546/dv/kplr010189546-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010189/010189546/dv/kplr010189546-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010189/010189546/dv/kplr010189546-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011192/011192998/dv/kplr011192998-002-20141002224145_dvs.pdf,2015-09-18
Kepler-166 c,CONFIRMED,Active,011/011192/011192998/dv/kplr011192998-003-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008823/008823868/dv/kplr008823868-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011255/011255761/dv/kplr011255761-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011497/011497977/dv/kplr011497977-001-20141002224145_dvs.pdf,2015-09-18
Kepler-178 b,CONFIRMED,Active,009/009941/009941859/dv/kplr009941859-001-20141002224145_dvs.pdf,2015-09-18
Kepler-178 d,CONFIRMED,Active,009/009941/009941859/dv/kplr009941859-002-20141002224145_dvs.pdf,2015-09-18
Kepler-178 c,CONFIRMED,Active,009/009941/009941859/dv/kplr009941859-003-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010068/010068030/dv/kplr010068030-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010266/010266615/dv/kplr010266615-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010395/010395543/dv/kplr010395543-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008822/008822216/dv/kplr008822216-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009020/009020160/dv/kplr009020160-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007941/007941200/dv/kplr007941200-001-20141002224145_dvs.pdf,2015-09-18
Kepler-191 c,CONFIRMED,Active,009/009020/009020160/dv/kplr009020160-002-20141002224145_dvs.pdf,2015-09-18
Kepler-191 b,CONFIRMED,Active,009/009020/009020160/dv/kplr009020160-003-20141002224145_dvs.pdf,2015-09-18
Kepler-40 b,CONFIRMED,Active,010/010418/010418224/dv/kplr010418224-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010616/010616679/dv/kplr010616679-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010717/010717241/dv/kplr010717241-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010717/010717241/dv/kplr010717241-002-20141002224145_dvs.pdf,2015-09-18
Kepler-153 b,CONFIRMED,Active,010/010843/010843590/dv/kplr010843590-001-20141002224145_dvs.pdf,2015-09-18
Kepler-20 f,CONFIRMED,Active,006/006850/006850504/dv/kplr006850504-005-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,012/012061/012061222/dv/kplr012061222-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,012/012316/012316431/dv/kplr012316431-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,012/012404/012404305/dv/kplr012404305-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,012/012834/012834874/dv/kplr012834874-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,002/002557/002557816/dv/kplr002557816-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010454/010454313/dv/kplr010454313-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010513/010513530/dv/kplr010513530-001-20141002224145_dvs.pdf,2015-09-18
Kepler-65 b,CONFIRMED,Active,005/005866/005866724/dv/kplr005866724-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010513/010513530/dv/kplr010513530-002-20141002224145_dvs.pdf,2015-09-18
Kepler-179 c,CONFIRMED,Active,010/010554/010554999/dv/kplr010554999-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009076/009076513/dv/kplr009076513-001-20141002224145_dvs.pdf,2015-09-18
Kepler-192 b,CONFIRMED,Active,009/009146/009146018/dv/kplr009146018-001-20141002224145_dvs.pdf,2015-09-18
Kepler-192 c,CONFIRMED,Active,009/009146/009146018/dv/kplr009146018-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009146/009146018/dv/kplr009146018-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009279/009279669/dv/kplr009279669-001-20141002224145_dvs.pdf,2015-09-18
Kepler-153 c,CONFIRMED,Active,010/010843/010843590/dv/kplr010843590-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010858/010858832/dv/kplr010858832-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010937/010937029/dv/kplr010937029-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010937/010937029/dv/kplr010937029-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011656/011656302/dv/kplr011656302-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,002/002576/002576197/dv/kplr002576197-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
Kepler-167 b,CONFIRMED,Active,003/003239/003239945/dv/kplr003239945-001-20141002224145_dvs.pdf,2015-09-18
Kepler-102 e,CONFIRMED,Active,010/010187/010187017/dv/kplr010187017-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,,2014-12-04
Kepler-179 b,CONFIRMED,Active,010/010554/010554999/dv/kplr010554999-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010873/010873260/dv/kplr010873260-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010965/010965008/dv/kplr010965008-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011073/011073351/dv/kplr011073351-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011090/011090765/dv/kplr011090765-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,CANDIDATE,Active,009/009570/009570741/dv/kplr009570741-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009607/009607164/dv/kplr009607164-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009631/009631762/dv/kplr009631762-001-20141002224145_dvs.pdf,2015-09-18
Kepler-89 d,CONFIRMED,Active,006/006462/006462863/dv/kplr006462863-001-20141002224145_dvs.pdf,2015-09-18
Kepler-193 b,CONFIRMED,Active,009/009782/009782691/dv/kplr009782691-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011709/011709124/dv/kplr011709124-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,,2014-12-04
,CANDIDATE,Active,011/011805/011805075/dv/kplr011805075-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011824/011824222/dv/kplr011824222-001-20141002224145_dvs.pdf,2015-09-18
Kepler-155 b,CONFIRMED,Active,012/012302/012302530/dv/kplr012302530-001-20141002224145_dvs.pdf,2015-09-18
Kepler-10 b,CONFIRMED,Active,011/011904/011904151/dv/kplr011904151-002-20141002224145_dvs.pdf,2015-09-18
Kepler-167 c,CONFIRMED,Active,003/003239/003239945/dv/kplr003239945-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003239/003239945/dv/kplr003239945-004-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003541/003541800/dv/kplr003541800-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003559/003559935/dv/kplr003559935-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003834/003834360/dv/kplr003834360-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003966/003966801/dv/kplr003966801-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011521/011521048/dv/kplr011521048-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011656/011656721/dv/kplr011656721-001-20141002224145_dvs.pdf,2015-09-18
Kepler-4 b,CONFIRMED,Active,011/011853/011853905/dv/kplr011853905-001-20141002224145_dvs.pdf,2015-09-18
Kepler-65 d,CONFIRMED,Active,005/005866/005866724/dv/kplr005866724-003-20141002224145_dvs.pdf,2015-09-18
Kepler-180 c,CONFIRMED,Active,011/011669/011669239/dv/kplr011669239-001-20141002224145_dvs.pdf,2015-09-18
Kepler-180 b,CONFIRMED,Active,011/011669/011669239/dv/kplr011669239-002-20141002224145_dvs.pdf,2015-09-18
Kepler-194 d,CONFIRMED,Active,010/010600/010600261/dv/kplr010600261-003-20141002224145_dvs.pdf,2015-09-18
Kepler-195 b,CONFIRMED,Active,010/010656/010656823/dv/kplr010656823-001-20141002224145_dvs.pdf,2015-09-18
Kepler-195 c,CONFIRMED,Active,010/010656/010656823/dv/kplr010656823-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010676/010676824/dv/kplr010676824-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010718/010718726/dv/kplr010718726-001-20141002224145_dvs.pdf,2015-09-18
Kepler-155 c,CONFIRMED,Active,012/012302/012302530/dv/kplr012302530-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,012/012470/012470954/dv/kplr012470954-001-20141002224145_dvs.pdf,2015-09-18
Kepler-156 c,CONFIRMED,Active,002/002438/002438264/dv/kplr002438264-001-20141002224145_dvs.pdf,2015-09-18
Kepler-156 b,CONFIRMED,Active,002/002438/002438264/dv/kplr002438264-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003340/003340312/dv/kplr003340312-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,004/004049/004049108/dv/kplr004049108-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,004/004454/004454752/dv/kplr004454752-001-20141002224145_dvs.pdf,2015-09-18
Kepler-168 c,CONFIRMED,Active,004/004757/004757437/dv/kplr004757437-001-20141002224145_dvs.pdf,2015-09-18
Kepler-102 d,CONFIRMED,Active,010/010187/010187017/dv/kplr010187017-002-20141002224145_dvs.pdf,2015-09-18
Kepler-168 b,CONFIRMED,Active,004/004757/004757437/dv/kplr004757437-002-20141002224145_dvs.pdf,2015-09-18
Kepler-181 c,CONFIRMED,Active,011/011823/011823054/dv/kplr011823054-001-20141002224145_dvs.pdf,2015-09-18
Kepler-181 b,CONFIRMED,Active,011/011823/011823054/dv/kplr011823054-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011913/011913012/dv/kplr011913012-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011972/011972666/dv/kplr011972666-001-20141002224145_dvs.pdf,2015-09-18
Kepler-182 c,CONFIRMED,Active,012/012058/012058931/dv/kplr012058931-001-20141002224145_dvs.pdf,2015-09-18
Kepler-193 c,CONFIRMED,Active,009/009782/009782691/dv/kplr009782691-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009886/009886221/dv/kplr009886221-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009957/009957627/dv/kplr009957627-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009958/009958962/dv/kplr009958962-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009958/009958962/dv/kplr009958962-002-20141002224145_dvs.pdf,2015-09-18
Kepler-157 c,CONFIRMED,Active,003/003745/003745690/dv/kplr003745690-001-20141002224145_dvs.pdf,2015-09-18
Kepler-157 b,CONFIRMED,Active,003/003745/003745690/dv/kplr003745690-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003745/003745690/dv/kplr003745690-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003833/003833007/dv/kplr003833007-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003847/003847138/dv/kplr003847138-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,CANDIDATE,Active,004/004847/004847534/dv/kplr004847534-001-20141002224145_dvs.pdf,2015-09-18
Kepler-80 b,CONFIRMED,Active,004/004852/004852528/dv/kplr004852528-001-20141002224145_dvs.pdf,2015-09-18
Kepler-80 c,CONFIRMED,Active,004/004852/004852528/dv/kplr004852528-002-20141002224145_dvs.pdf,2015-09-18
Kepler-80 d,CONFIRMED,Active,004/004852/004852528/dv/kplr004852528-003-20141002224145_dvs.pdf,2015-09-18
Kepler-80 e,CONFIRMED,Active,004/004852/004852528/dv/kplr004852528-005-20141002224145_dvs.pdf,2015-09-18
Kepler-182 b,CONFIRMED,Active,012/012058/012058931/dv/kplr012058931-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,012/012116/012116489/dv/kplr012116489-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,012/012600/012600735/dv/kplr012600735-001-20141002224145_dvs.pdf,2015-09-18
Kepler-22 b,CONFIRMED,Active,010/010593/010593626/dv/kplr010593626-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003437/003437776/dv/kplr003437776-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009958/009958962/dv/kplr009958962-003-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,CANDIDATE,Active,010/010388/010388286/dv/kplr010388286-001-20141002224145_dvs.pdf,2015-09-18
Kepler-194 c,CONFIRMED,Active,010/010600/010600261/dv/kplr010600261-001-20141002224145_dvs.pdf,2015-09-18
Kepler-89 c,CONFIRMED,Active,006/006462/006462863/dv/kplr006462863-003-20141002224145_dvs.pdf,2015-09-18
Kepler-194 b,CONFIRMED,Active,010/010600/010600261/dv/kplr010600261-002-20141002224145_dvs.pdf,2015-09-18
Kepler-10 c,CONFIRMED,Active,011/011904/011904151/dv/kplr011904151-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
Kepler-158 b,CONFIRMED,Active,004/004633/004633570/dv/kplr004633570-001-20141002224145_dvs.pdf,2015-09-18
Kepler-158 c,CONFIRMED,Active,004/004633/004633570/dv/kplr004633570-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005021/005021176/dv/kplr005021176-001-20141002224145_dvs.pdf,2015-09-18
Kepler-159 b,CONFIRMED,Active,005/005640/005640085/dv/kplr005640085-001-20141002224145_dvs.pdf,2015-09-18
Kepler-159 c,CONFIRMED,Active,005/005640/005640085/dv/kplr005640085-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,004/004852/004852528/dv/kplr004852528-004-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,004/004951/004951877/dv/kplr004951877-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005282/005282051/dv/kplr005282051-001-20141002224145_dvs.pdf,2015-09-18
Kepler-102 f,CONFIRMED,Active,010/010187/010187017/dv/kplr010187017-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005340/005340644/dv/kplr005340644-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,CANDIDATE,Active,004/004165/004165473/dv/kplr004165473-001-20141002224145_dvs.pdf,2015-09-18
Kepler-183 c,CONFIRMED,Active,004/004270/004270253/dv/kplr004270253-001-20141002224145_dvs.pdf,2015-09-18
Kepler-183 b,CONFIRMED,Active,004/004270/004270253/dv/kplr004270253-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005122/005122112/dv/kplr005122112-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010973/010973664/dv/kplr010973664-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010973/010973664/dv/kplr010973664-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010973/010973664/dv/kplr010973664-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,012/012459/012459913/dv/kplr012459913-001-20141002224145_dvs.pdf,2015-09-18
Kepler-89 e,CONFIRMED,Active,006/006462/006462863/dv/kplr006462863-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005779/005779852/dv/kplr005779852-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006042/006042214/dv/kplr006042214-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006200/006200715/dv/kplr006200715-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006291/006291033/dv/kplr006291033-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006889/006889235/dv/kplr006889235-001-20141002224145_dvs.pdf,2015-09-18
